image_id,description
5830,"The garment is a pair of palazzosi pants, featuring a lime green and off-white leheriye print. The fabric appears to be lightweight and comfortable, with a silky texture. The pattern on the pants is a combination of stripes and a leherriya print, giving them a unique and stylish appearance. The pants have a straight silhouettes and a flowy, loose fit, making them perfect for a casual or bohemian look. The neckline is high, and the sleeve style is long, adding to the overall comfort and style of the garmet."
3210,"The garment is a pair of black legging pants, made of a stretchy and comfortable fabric. They have a loose and flowing silhouettes, with a wide-legged design that adds a touch of style to the outfit. The pants are made of lycras, which provide a good fit and flexibility. The neckline is high, and the sleeve style is long, adding to the overall comfort and style of the pants. The length of the leggins is ankle-length, making them suitable for various occasions and seasons."
2363,"The garment is a blue and pink embroidered semi-stitched anarkali gown, featuring a satin blend fabric. The gown has a beautiful embroided pattern on the front, adding a touch of elegance to the overall design. The neckline is a high neck, which complements the anarkalli style. The sleeve style is long, and the gown is floor-length, making it suitable for formal occasions. The combination of blue and red colors, along with the intricate embroideries, creates a visually appealing and stylish appearance."
7163,"The garment is a women's cotton pintucks straight kurta, featuring a green color. The fabric is made of cotton, giving it a comfortable and breathable feel. The kurta has a straight silhouettes, which adds a modern and stylish touch to the outfit. The neckline is a simple round neck, while the sleeve style is straight, providing a clean and elegant look. The length of the kurta is knee-length, making it suitable for various occasions. The garmet is embellished with pintuck details, adding texture and visual interest to the overall design."
5333,"The garment is a red men's jacket, made of woven linen fabric. It features a unique design, giving it a stylish and eye-catching appearance. The jacket has a Nehri-style collar, adding a touch of elegance to its overall look. The sleeve length is long, providing ample coverage and comfort. The fabric is lightweight and breathable, making it suitable for various occasions and seasons. The overall silhouettes of the jacket are well-fitted, accentuating the wearer's body shape and enhancing their appearance."
3249,"The garment is a pair of blue legging and a white top, both made of a soft and comfortable fabric. The leggins have a tight fit and an ankle length, while the top is a short-sleeved shirt with a simple design. The combination of blue and white creates a stylish and modern look. The woman in the image is wearing white shoes, which complement the overall outfit."
6836,"The garment is a white sherwani set for men, featuring a golden embroidered design. The shirt is long-sleeved and has a collar, while the pants are white and long. The outfit is adorned with a red scarf, adding a pop of color to the ensemble. The overall silhouettes of the shirt and pants create a classic and elegant look, making it suitable for formal occasions or special events."
1174,"The garment is a green and yellow dhotis set, featuring a solid color design. The fabric appears to be made of silk, giving it a luxurious and elegant feel. The dhoties are adorned with intricate embroidered patterns, adding a touch of sophistication to the overall appearance. The set includes a pair of dhotys and a matching petticoat, creating a coordinated and stylish look. The length of the dhoty is knee-length, and the petticot is designed to be worn underneath the dhorty, providing a comfortable and secure fit."
3314,"The garment is a pair of blue women's legging pants, featuring a regular fit and a palazzo style. The fabric is made of a comfortable and stretchy material, suitable for everyday wear. The pants have a straight silhouettes and a simple design, without any patterns or embossments. They are long, covering the entire leg and reaching the ankle. The leggins are a versatile and stylish addition to any wardrobe, suitable to be worn with various tops and shoes."
7091,"The Women's Kurti is a pink cotton blend garment with a solid color. It features a straight silhouettes and a simple, elegant design. The neckline is round, and the sleeve style is long, providing a comfortable fit. The length of the kurti is knee-length, making it suitable for various occasions. The fabric is a blend of cotton, which gives it a soft and comfortable feel. The overall appearance of the garmet is simple and elegant, making for a versatile and stylish addition to any wardrobe."
6883,"The garment is a cream-colored and maroon self-design sherwani, featuring a unique combination of colors. The fabric appears to be a blend of cotton and silk, giving it a luxurious and comfortable feel."
2258,"The garment is a beautiful, elegant, and luxurious gown made of silk. It features a light coco color, which gives it a warm and sophisticated appearance. The gown has a free size, making it suitable for a wide range of body types. The silhouettes of the gown are long and flowing, creating a graceful and feminine look. The neckline is high, adding a touch of elegance to the overall design. The sleeve style is long, and the gownedrapes beautifully over the body, enhancing the gorgeous appearance of the garmet."
3091,"The garment is a pack of two solid churidars, which are a type of legging. They are made of a stretchy, comfortable fabric that provides a snug fit. The color of the churis is green, and they have a simple, solid design without any patterns or embossments. The churids are of a mid-length, reaching the ankles, and have a wide, loose silhouettes that offer a relaxed and casual appearance. The neckline is high, and the sleeve style is long, providing coverage and warmth. The overall appearance of the garments is versatile and suitable for various occasions."
2190,"The garment is a black, long gown with a flowing silhouettes and a mandala print. The fabric appears to be a combination of ethnic and maternity styles, making it suitable for pregnant women. The neckline is a middi style, which adds a touch of elegance to the overall design. The gown features a unique embroidered pattern that adds visual interest and a touch more sophistication. The length of the gown is floor-length, making the dress suitable for formal occasions or special events."
5350,"The garment is a blue solid Nehri jacket, featuring a classic and elegant design. The fabric appears to be lightweight and comfortable, suitable for various occasions. The jacket has a simple and clean silhouettes, with a straight neckline and long sleeve. The sleeved style adds a touch of sophistication to the overall look. The length of the jacket reaches down to the mid-thigh, providing a balanced and proportionate fit. The absence of any special embellishment or pattern on the jackets adds to its timeless appeal."
3133,"The garment is a pair of fuchsia legging-style pants, made of a stretchy and comfortable fabric. They have a solid color and a smooth texture, making them suitable for various occasions. The pants are designed to be worn with a matching top, creating a coordinated outfit. The leggins have a slim fit and a slightly cropped length, adding a modern touch to the overall look."
5047,"The Men's sleeveless blazer by Oora is a stylish and versatile garment. It features a white color with a black collar, adding a touch of contrast to the overall look. The blazer is made of a high-quality fabric, giving it a smooth and polished appearance. The sleeve-less design adds a modern and trendy touch to the blazer, making it suitable for various occasions. The garment has a slim-fit silhouettes, which accentuates the wearer's body shape and adds a touch sophistication. The neckline is slightly open, allowing for a more relaxed and comfortable fit."
5022,"The Mens Brown Velvety Nehra Jacket is a stylish and elegant piece of clothing. It features a rich brown color that gives it a luxurious and sophisticated appearance. The jacket is made of velvet material, which adds a touch of softness and warmth to the garmet. The pattern on the jacket consists of a subtle embroidered design that adds visual interest and detail to the overall look.

The silhouettes of the jackets are well-fitted, with a slim-fit design that accentuates the wearer's body shape. The neckline is a classic round neck, which complements the overall style of the garments."
3095,"The garment is a pack of two solid churidars, which are a type of legging. They are made of a soft and comfortable fabric, likely cotton or a similar material. The churis have a solid color, with one being red and the other being blue. They feature a slim fit and a slightly cropped silhouettes, which adds a stylish touch to the overall appearance. The neckline is high, and the sleeve style is long, providing coverage and warmth. The length of the churids is midi, which is suitable for both casual and formal occasions."
1310,"The garment is a red satin night suit set, featuring a top and pajama combination. The top is a long-sleeved shirt with a deep V-neckline, while the pajamas are a pair of loose-fitting pants. The fabric appears to be silky and smooth, giving the outfit a luxurious and comfortable feel. The overall silhouettes of the top and bottoms are flowing and relaxed, making them suitable for a comfortable night's sleep."
3903,"The garment is a beautiful pink and yellow semi-stitch lehnga, featuring a floral pattern on the skirt. The lehnda is made of a silky fabric, giving it a luxurious and elegant appearance. The blouse is unstitch, allowing for a versatile and customizable fit. The dupatta complements the lehenda and blouse, adding a touch of sophistication to the overall look. The neckline is a classic round neck, while the sleeve style is long, adding to the flowing and graceful silhouettes of the garments."
3749,"The garment is a pink half saree, made of a chiffon fabric with a polyester blend. The color of the saree is a vibrant shade of pink, which gives it a lively and feminine appearance. The fabric is lightweight and comfortable to wear, making it suitable for various occasions.

The half sarees features a unique pattern or design, which adds to its visual appeal. The silhouettes of the garments are elegant and graceful, with a flowing drape that complements the wearer's body shape. The neckline is adorned with intricate embroidered details, which enhance the overall aesthetic of the outfit."
1353,"The garment is a black and white outfit, featuring a crop top and dhotis. The crop-top is made of semi-dupion fabric and has a block print design. The dhoties are also made of the same fabric and have a similar block print pattern. The outfit has a long sleeve design, giving it a stylish and elegant appearance. The neckline is high, adding a touch of sophistication to the overall look. The sleeved style of the crop shirt and the dhotys creates a unique and fashionable silhouettes."
5710,"The garment is a pair of white embroidered flared palazzoss. The fabric appears to be a lightweight, flowing material with a delicate embroider pattern that adds a touch of elegance to the overall design. The palazzots have a wide, flared silhouettes that create a relaxed and comfortable fit. The neckline is a simple, round neckline that complements the overall style. The sleeve style is a short, wide sleeved design that adds to the flowing nature of the garments."
755,"The garment is a black blouse featuring a heavy hand embroidered design. The embroideries are done in a multicolor palette, adding a vibrant touch to the blouse. The fabric appears to be silk, giving it a luxurious and elegant feel. The neckline is a simple, round neck, while the sleeve style is a short, fitted sleeved design. This blouse is a readymade piece, perfect for those who appreciate intricate embroider work and a stylish, contemporary look."
2447,"The garment is a beautifully designed, multicolored, digital printed chanderi unstitch fabric material for women. The fabric features a captivating pattern that includes a combination of green, pink, and yellow colors, creating a vibrant and eye-catching appearance. The silhouettes of the garments are elegant and graceful, making them suitable for various occasions.

The neckline of the gown is adorned with intricate embroidered details, adding a touch of sophistication to the overall design. The sleeve style is long and flowing, enhancing the drape of the fabric and creating a flattering fit."
5503,"The garment is a pair of maroon solid flared palazzog pants. They are made of a soft, comfortable fabric that drapes beautifully. The pants have a wide-leg silhouettes, giving them a relaxed and stylish appearance. The neckline is high, and the sleeve style is long, adding to the overall flow of the garmet. The length of the pants is midi, making them suitable for various occasions. The design is simple and elegant, with no special accent or embbellishment."
7158,"The garment is a black and white dress, featuring a pattern of triangles on the fabric. The dress has a long, flowing silhouettes and a high neckline. The sleeve style is a combination of a short sleeved and a long sleeled design, creating a unique and stylish look. The length of the dress is midi, reaching down to the ankles. The overall appearance of the garmet is elegant and sophisticated, making it an ideal choice for formal or semi-formal occasions."
555,"The garment is a pack of two blouses, each featuring a unique color and design. The first blouse is maroon in color and made of velvet material, giving it a luxurious and elegant appearance. The second blouse has a black color and is also made of the same velvet fabric. Both blouses have a sleeveless silhouettes, which adds to their stylish and modern look. The neckline of the blouses is simple and elegant, complementing the overall design. These blouses are perfect for those who want to add a touch of sophistication to their wardrobe."
2403,"The garment is a red silk readymade lehengha choli, featuring a beautiful embroidered design. The choli is a fitted top with a low neckline and long sleeve, while the lehnga is a flowing skirt that complements the top. The combination of the red color and the intricate embroideries make this outfit stand out. The silk material adds a touch of luxury and elegance to the overall appearance. The garments are designed to be worn together, creating a stylish and eye-catching ensemble."
515,"The garment is a blouse made of dupion silk fabric, featuring a solid grey color. It has a 3-quarter sleeve design, giving it a stylish and elegant appearance. The blouse is adorned with a beautiful embroidered pattern, adding a touch of sophistication to its overall look. The neckline is high, enhancing the blouse's elegant silhouettes. The length of the blouses is long, making it suitable for various occasions. The combination of the grey color, embroider pattern, and the high neckline creates a visually appealing and fashionable piece of clothing."
6642,"The garment is a Tag 7 men's jacquard sherwani, featuring a rich orange color with a gold pattern. The fabric appears to be a luxurious silk, giving the sherwa a sophisticated and elegant look. The sherway has a classic neckline and long sleeve, with a slightly flared silhouettes that adds a touch of drama to the overall design. The embroidered details on the shirt add a touch extravagance, making it a perfect choice for special occasions or formal events. The pants are also part of the ensemble, completing the look and providing a coordinated and polished appearance."
79,"The garment is a pink saree with a blouse piece, featuring a silk embroidered work design. The saree has a flowing drape and a beautiful pattern that adds to its elegance. The neckline is adorned with intricate embroideries, and the sleeve style complements the overall design. This saree is a perfect choice for special occasions or formal events, showcasing the wearer's style and grace."
7026,"The garment is a women's cotton regular kurta, featuring a bright yellow color with a patterned design. The fabric appears to be lightweight and comfortable, suitable for warm weather or casual wear. The neckline is a simple round neck, while the sleeve style is long and loose, providing a relaxed fit. The length of the kurta extends down to the mid-thigh, offering a modest yet stylish appearance. The overall silhouettes of the garments are flowing and graceful, making it an attractive choice for women seeking a versatile and comfortable outfit."
7079,"The garment is a women's pink a-lined kurta made of rayon. The fabric has a smooth and lightweight texture, making it comfortable to wear. The pattern on the kurta features a combination of red and orange colors, creating a visually appealing and vibrant design. The neckline is a simple round neck, while the sleeve style is a-shaped, adding a touch of elegance to the overall silhouetted. The length of the kurti is midi, reaching down to the mid-thigh area. The garmet is embellished with a pair of earrings, adding an extra touch of style and sophistication."
7436,"The garment is a blue and white printed short kurta, featuring a floral pattern. It is made of rayon material, giving it a soft and comfortable feel. The neckline is a simple round neck, while the sleeve style is short, adding a casual and relaxed vibe to the outfit. The length of the kurta is short and reaches the mid-thigh area, making it suitable for warm weather or as a stylish cover-up. The overall silhouettes of the garments are loose and flowing, providing a comfortable fit for the wearer."
5905,"The garment is a pair of dark blue palazzpants, made of rayon material. They have a regular fit and are designed for women. The pants feature a straight silhouettes and a wide-legged style, giving them a comfortable and relaxed appearance. The neckline is high, and the pants have a long length, reaching down to the ankles. The fabric is smooth and has a slightly shiny finish, adding to the overall appeal of the pant."
2218,"The garment is a yellow, long, and flowing gown, featuring a traditional ethnic mandala print. The fabric appears to be a lightweight, comfortable material, suitable for maternity wear. The gown has a unique and intricate pattern, showcasing the mandala design. The neckline is a simple, elegant style, while the sleeve style is a combination of a fitted and flowy silhouettes. The length of the gown extends down to the ankles, providing a graceful and feminine appearance. The overall design of the dress is accentuated by the vibrant color and the intricate mandala pattern, making it a beautiful and eye-catching piece."
3532,"The garment is a beautiful yellow and white embroidered semi-stitched lehnga choli. The lehna is made of a flowing fabric, featuring intricate embroideries and patterns that add a touch of elegance to the outfit. The choli is a fitted top that complements the lehena, creating a harmonious and stylish look. The neckline is adorned with delicate embellishment, while the sleeve style is short, allowing the embroided patterns to be the focal point. The length of the lehanga is floor-length, giving it a graceful and sophisticated appearance."
3061,"The garment is a pack of two solid Patialas, featuring a pink and blue color scheme. The pink Patials have a white drawstring, while the blue Patial has a black drawstring. The fabric appears to be made of a soft, comfortable material, suitable for casual wear. The silhouettes of the Patial pants are loose and flowing, with a wide-legged design that adds a touch of elegance to the outfit. The neckline is high, and the sleeve style is long, providing coverage and warmth. The length of the pants is midi, making them suitable for various occasions and seasons."
207,"The garment is a beautifully crafted saree featuring a vibrant pink color with a green border. The fabric appears to be made of cotton, giving it a soft and comfortable feel. The saree is adorned with intricate embroidered patterns, adding a touch of elegance and sophistication to its design. The silhouettes of the saree are graceful, with a flowing drape that complements the wearer's body shape. The neckline is a simple yet elegant style, while the sleeve style is a traditional Mekhal Chador, which adds a unique and stylish touch to the overall look."
2648,"The garment is a men's yellow cotton kurta, featuring a loose and comfortable silhouettes. The fabric appears to be lightweight and breathable, making it suitable for warm weather. The neckline is a simple, round neck, and the sleeve style is long and flowing, giving the kurta a relaxed and casual appearance. The length of the garmet extends down to the mid-thigh, providing a modest coverage. The overall design is minimalistic, with no intricate patterns or embossed details, focusing on the vibrant color and the comfortable fit."
684,"The garment is a multicolored blouse featuring a vibrant floral pattern. The fabric appears to be a mix of silk and cotton, giving it a luxurious and comfortable feel. The blouse has a unique and eye-catching design, with the floral print covering the entire garment. The neckline is a regular style, and the sleeve length is short, adding a stylish and trendy touch to the overall look. The silhouettes of the blouse are fitted, accentuating the wearer's figure and enhancing the feminine appeal."
5675,"The garment is a pair of cream-colored printed wide leg palazzpants. The fabric appears to be a lightweight, flowing material with a subtle pattern or print. The silhouettes of the pants are wide and loose, giving them a relaxed and comfortable fit. The neckline is high, adding a touch of elegance to the overall look. The sleeve style is long, further enhancing the flowing nature of the garments. The length of the palazzopants is midi, reaching down to the ankles."
3247,"The garment is a pair of black legging pants, featuring a cotton solid fabric. The pants have a wide-leg silhouettes, giving them a comfortable and relaxed fit. The neckline is high, and the pants are long, reaching down to the ankles. The leggins are designed to be worn with a matching salwar, which is a traditional Indian garment. The combination of the black leggiings and salwar creates a stylish and versatile outfit that can be worn for various occasions."
2600,"The kurta is a men's garment made of pure cotton, featuring a straight silhouettes and a neckline that adds a touch of elegance to the overall design. The fabric is of high quality, ensuring a comfortable and durable wear. The pattern on the kurta consists of a blue and white polka dot print, which adds a playful and stylish touch to the outfit. The sleeve style is straight, and the length of the kurata is mid-length, making it suitable for various occasions. The garment is designed by Peter England, a renowned fashion brand known for its attention to detail and quality."
2255,"The garment is a long, flowing purple gown made of taffeta silk. The fabric is smooth and luxurious, giving the gown a sophisticated and elegant appearance. The gown features an embroidered pattern, adding a touch of intricacy and detail to the overall design. The silhouettes of the gowned are graceful, with a semi-stitched style that enhances the flow of the garments. The neckline is high, complementing the overall style of the dress. The sleeve style is long, and the gowndrapes beautifully, creating a captivating visual effect."
3115,"The garment is a pair of blue legging-like pants, which are part of the Women's Palace collection by W For Woman. The pants have a unique silhouettes and are made of a flowing fabric, giving them a comfortable and stylish appearance. The fabric appears to be a blend of cotton and spandex, providing both stretch and durability. The pattern on the pants is a subtle, elegant embroidered design that adds a touch of sophistication to the overall look. The length of the pant is ankle-length, and they are paired with a matching top, creating a cohesive and fashionable outfit."
789,"The garment is a red blouse made of high-quality handloom south cotton fabric. It features a high neckline and a unique embroidered design, giving it an ethnic and stylish appearance. The blouse has a fitted silhouettes and a short sleeve, adding to its modern and trendy look. The fabric is soft and comfortable, making it an ideal choice for a warm-weather wardrobe. The overall length of the blouse is 16 inches, making for a versatile and fashionable addition to any outfit."
340,"The garment is a yellow saree made of organza fabric, featuring a woven design. The saree is 6.2 meters long and has a flowing, elegant silhouettes. The neckline is a simple, round neckline that complements the overall style of the saree. The sleeve style is a traditional, draped style that adds to the sarees classic appeal. The embellishment on the sare is a beautiful embroidered pattern that adds a touch of sophistication to the garmet."
2267,"The garment is a long, flowing red gown made of a luxurious fabric. The gown features a fitted top with a deep V-neckline, which adds a touch of elegance to the overall design. The bottom half of the gown is full and voluminous, creating a dramatic and eye-catching silhouettes. The sleeve style is long and draped, further enhancing the gorgeous appearance of the dress. The neckline is adorned with a beautiful embroidered detail, adding a touch sophistication to the glowing red color of the garmet."
5594,"The garment is a pair of cream-colored solid wide leg palazzosi, featuring a red shirt. The fabric appears to be a lightweight, comfortable material, suitable for warm weather or casual wear. The palazzotti have a relaxed silhouettes, with a wide leg that adds a touch of elegance to the overall look. The neckline is simple, with no embellishment or pattern, allowing the red shirts to be the focal point of the outfit. The sleeve style is short, adding to the casual and comfortable feel of the garments."
3478,"The garment is a pair of blue legging-style pants, featuring a soft and comfortable fabric. The pants have a wide-leg silhouettes, providing a relaxed and stylish appearance. The neckline is high, adding a touch of elegance to the overall look. The sleeve style is long, covering the entire arm and creating a seamless appearance. These leggins are designed to be worn with a matching salwar, offering a coordinated and fashionable outfit."
5794,"The garment is a pair of mid-rise palazzo pants in a striking royal blue color. They are made of a soft and comfortable fabric, possibly silk or satin, with a smooth and luxurious texture. The pants have a wide-leg silhouettes, giving them a flowing and elegant appearance. The neckline is high, adding a touch of sophistication to the overall look. The sleeve style is long, providing coverage and a flattering fit. The length of the pants is ankle-length, which complements the wide-ranging design."
718,"The blouse is a vibrant pink color, made of a comfortable cotton and Lycra fabric. It features a round neckline and a sleeveless design, giving it a stylish and modern appearance. The blous is a readymade stretchable garment, perfect for pairing with a saree or other traditional Indian attire. The fabric is embellished with a subtle pattern, adding a touch of visual interest to the overall design. The silhouettes of the blouse are well-fitted, accentuating the wearer's figure and enhancing the overall look."
3362,"The garment is a yellow shirt, featuring a solid color and a loose, comfortable fit. The fabric appears to be lightweight and breathable, suitable for warm weather or casual wear. The neckline is a simple, round neck, while the sleeve style is a loose drape, adding to the relaxed and easygoing appearance of the shirt. The length of the garmet is midi, reaching down to the mid-thigh area. The overall silhouetted is flowy and feminine, making it an ideal choice for a stylish yet comfortable outfit."
485,"The garment is a red saree with a green accent, featuring a beautiful embroidered pattern. The fabric appears to be silk, giving it a luxurious and elegant feel. The saree has a heavy work design, showcasing intricate details and craftsmanship. The neckline is adorned with a decorative element, adding to the overall aesthetic of the garmet. The sleeve style is draped, which is a common style for sarees, and the length of the saree is suitable for a full-length garment."
2963,"The garment is a men's black cotton kurta, featuring a simple and elegant design. The fabric appears to be of good quality, with a smooth texture. The neckline is round, and the sleeve style is long, providing a comfortable fit. The kurta has a loose silhouettes, giving it a relaxed and casual appearance. The length of the garmet is mid-thigh, making it suitable for both formal and casually dressed occasions. The overall look of the kurta is stylish and versatile, making a great addition to any wardrobe."
2859,"The garment is a royal blue cotton traditional ethnic wear kurta for men. It features a stylish and elegant design, with a long sleeve silhouetted fit that accentuates the wearer's form. The neckline is high, adding a touch of sophistication to the overall look. The fabric is soft and comfortable, making it suitable for various occasions. The kurta is a knee-length garment, providing a modest yet fashionable appearance. The combination of the rich blue color and the intricate details of the embroidered patterns or embbellishments make this kurta a standout piece in any wardrobe."
2305,"The garment is a pair of blue pants made of rayon material. The pants have a loose and comfortable silhouettes, featuring a straight-leg design. The neckline is high, and the sleeve style is long, providing coverage and warmth. The length of the pants is midi, reaching the ankle, and they have a wide-legged fit. The fabric is soft and lightweight, making them suitable for various occasions and seasons."
105,"The garment is a saree made from a blend of cotton and silk, featuring a striped pattern. The fabric is woven and has a handloom quality, giving it a unique and artisanal appearance. The saree is black in color, with a silhouetted design that adds to its elegance. The neckline is a simple, yet stylish, round neck, while the sleeve style is a traditional, draped style that complements the saree's overall design. The length of the sare is floor-length, making it suitable for formal occasions or special events."
3887,"The garment is a red lehnga, featuring a beautiful embroidered pattern on the fabric. The lehnda is a long, flowing skirt that complements the fitted top, creating a graceful silhouetted. The neckline is a low-cut design, adding a touch of elegance to the overall look. The sleeve style is a combination of fitted and flared, providing a balance between formality and comfort. The garmet is adorned with intricate embellishment, such as beads or sequins, adding an extra layer of sophistication."
3506,"The garment is a beautiful green and gold-toned zari woven design semi-stitch lehnga and unstitch choli. The lehnda features a stunning embroidered pattern, while the choli is adorned with intricate gold-tone zari work. The combination of these two pieces creates a striking and elegant look. The silhouettes of the lehenda and choli are flowing and graceful, with the lehanga having a full skirt and the cholis having a fitted top. The neckline of the cholii is low, adding a touch of sophistication to the overall design."
7077,"The garment is a long, straight, and flowing pink and white kurta. The fabric appears to be a lightweight, comfortable material, suitable for warm weather. The pattern on the kurta features a combination of pink, white, and blue colors, creating a visually appealing and elegant design. The neckline is a simple, round neck, which complements the overall style of the garmet. The sleeve style is long and loose, adding to the flowing nature of the kurti. The length of the dress is midi, reaching down to the mid-calf area."
750,"The garment is a red blouse made of a lace fabric. It features a lacy pattern that adds a touch of elegance to the overall design. The blouse has a deep neckline and a fitted silhouettes, which accentuates the wearer's figure. The sleeve style is short, and the blouse is long, reaching down to the mid-thigh area. The neckline is adorned with a string of pearls, adding a touch more sophistication to the outfit. The combination of the red color, lace pattern, and pearl accents make this blouse a stylish and eye-catching piece of clothing."
7024,"The garment is a women's checked woven kurti, featuring a yellow color with a patterned design. The fabric appears to be a lightweight and comfortable material, suitable for warm weather or casual wear. The neckline is a simple, round neck, while the sleeve style is long and loose, giving the kurti a relaxed and stylish appearance. The length of the garmet is midi, reaching down to the mid-thigh area. The overall silhouettes of the kurta are fitted at the top and flared at the bottom, creating a flattering and feminine look."
5234,"The garment is a men's mandarin collar waistcoats, featuring a bright green color. It is made of a silky fabric, giving it a smooth and elegant appearance. The waist coat has a unique design, with a yellow triangle pocket on the front, adding a pop of color and a touch of sophistication. The collar is mandarin, which is a stand-up collar that adds a classic touch to the overall look. The vest is long, extending down to the waist, and has a slim fit, making it suitable for both formal and semi-formal occasions."
2395,"The garment is a long, flowing red gown with a dupatta, featuring a beautiful floral pattern. The fabric appears to be silk, giving the gown a luxurious and elegant feel. The neckline is high, adding a touch of sophistication to the overall design. The sleeve style is long, and the gownedrapes gracefully down to the floor, creating a dramatic and eye-catching silhouettes. The embellishment on the gowndetails the intricate floral design, enhancing the gorgeous appearance of the garmet."
7040,"The garment is a blue and white printed women's kurti, featuring a patterned design. It is made of rayon material, giving it a comfortable and lightweight feel. The neckline is a simple, round neck, while the sleeve style is long and flowing, creating a graceful silhouetted. The length of the kurti is midi, reaching down to the mid-thigh area. The overall appearance of the garmet is elegant and stylish, making it an attractive choice for a variety of occasions."
2780,"The kurta is a men's regular tunic shirt, featuring a beige color with a white collar. The fabric appears to be a lightweight cotton or linen, giving it a comfortable and breathable feel. The shirt has a simple and elegant design, with no visible pattern or intricate embroideries. The neckline is a classic round neck, and the sleeve style is a regular, straight cut. The length of the shirt reaches down to the mid-thigh, providing a modest yet stylish appearance. The overall silhouettes of the garments are well-fitted, accentuating the wearer's figure."
3696,"The garment is a peach-colored embroidered net half and half saree, featuring a beautiful combination of pink and purple hues. The fabric is delicate and lightweight, with intricate embroideries adorning the surface. The silhouettes of the saree are elegant and graceful, with a flowing drape that enhances the overall aesthetic. The neckline is adorned with a decorative detail, adding a touch of sophistication to the design. The sleeve style is half and halve, which adds a modern twist to the traditional saree."
6996,"The garment is a golden yellow Indo-western men's sherwani, featuring a silhouetted design. The fabric appears to be a luxurious and elegant material, possibly silk or satin. The sherwaani has a unique embroidered pattern, adding a touch of sophistication to the overall look. The neckline is a classic collar, while the sleeve style is a combination of both traditional and modern elements. The length of the sherwoani is knee-length, and the garmet is adorned with intricate embellishment, such as buttons or embossed designs, enhancing its visual appeal."
631,"The garment is a pink blouse with a unique handwork embroidered design. It is made of silk material, giving it a luxurious and elegant appearance. The blouse features a banglore style, which adds a touch of cultural charm to the overall look. The neckline is a simple yet elegant design, while the sleeve style is a short sleeved, adding a modern touch to the traditional blouse. The length of the blouse is short, making it suitable for pairing with a variety of skirts or pants. The embellishment on the blous is a beautiful handwork, which showcases the craftsmanship and attention to detail in the design."
3844,"The garment is a lavish purple lehnga, featuring a combination of gold and purple embroidered patterns. The lehnda is made of silk, giving it a luxurious and elegant appearance. The silhouettes of the lehna are long and flowing, with a fitted top that adds a touch of sophistication. The neckline is high, enhancing the overall elegance of the outfit. The sleeve style is long and draped, adding a dramatic flair to the overall design. The length of the garmet is floor-length, making it suitable for formal occasions and special events."
2755,"The garment is a men's kurta churidar set, featuring a yellow and blue color combination. The kurta is made of a silk fabric, giving it a luxurious and elegant appearance. The churidaar is made from a matching blue fabric, creating a harmonious look. The waistcoats are also part of the set, adding an extra layer of style and warmth. The neckline of the kurta has a traditional design, while the sleeve style is long and flowing, providing a comfortable fit. The length of the garments is suitable for everyday wear, making it a versatile choice for various occasions."
3788,"The garment is a pink and cream-colored lehnga, featuring a beautiful embroidered design. The lehnda is made of a delicate fabric, giving it a flowing and elegant appearance. The neckline is adorned with intricate embellishment, adding a touch of sophistication to the overall look. The sleeve style is long, and the lehenda is floor-length, making it a perfect choice for a special occasion or celebration. The blouse is also included in the ensemble, complementing the lehanga and enhancing the overall aesthetic."
5292,"The garment is a men's orange check cotton bandhgalla ethnic Nehru jacket waistcoats. It features a checkered pattern, giving it a distinct and stylish appearance. The jacket is made of cotton material, making it comfortable and suitable for various occasions. The bandhgalla style adds a touch of elegance to the overall look. The neckline is a classic collar, and the sleeve style is long, providing coverage and warmth. The length of the jacket reaches the waist, making for a versatile and fashionable choice."
2049,"The garment is a women's stitched rayon A line knee length kurti embroidered with narrow pant set. The color of the outfit is predominantly white, featuring a pattern of red hearts on the fabric. The neckline is a simple, round neckline that complements the overall design. The sleeve style is short, adding a modern touch to the traditional A-line silhouettes. The length of the kurti and pants is knee-length, providing a comfortable and stylish fit. The combination of the white and red colors, along with the intricate embroidering, creates a visually appealing and elegant look."
6896,"The garment is a blue sherwani, which is a traditional Indian outfit. It features a royal blue color and is made of a luxurious fabric, likely silk or a high-quality cotton blend."
1067,"The garment is a pair of red and white dhotis, featuring a solid color design. The fabric appears to be lightweight and comfortable, suitable for warm weather. The dhoties have a loose silhouettes, with a wide-legged style that adds a touch of elegance to the outfit. The neckline is simple, with no embellishment or pattern, allowing the vibrant colors to stand out. The sleeve style is also loose, with the dhotys falling to the ankles, creating a flowing and graceful appearance."
7447,"The garment is a women's long red dress, featuring a cotton fabric with an embroidered pattern. The dress has a unique silhouettes and a distinctive neckline that adds to its elegance. The sleeve style is a combination of a drape and a fitted design, creating a flattering and stylish look. The length of the dress is floor-length, making it suitable for formal occasions or special events. The overall appearance of the garmet is enhanced by the intricate embroideries and patterns that adorn its surface, giving it a luxurious and sophisticated touch."
349,"The garment is a blue saree with a plain weave cotton fabric. The saree features a blouse piece that complements the overall design. The pattern on the saree is a simple, elegant design that adds to its appeal. The silhouettes of the sarees are graceful, with a comfortable fit that enhances the wearer's appearance. The neckline is a classic, elegant style that completes the look. The sleeve style is a traditional drape, which adds to the sare's charm. The length of the garments is suitable for a full-length saree."
